image_id,region_index,scene_id,domain
case1,173,case1,real_csig
case1,174,case1,real_csig
case1,175,case1,real_csig
case1,176,case1,real_csig
case1,177,case1,real_csig
case1,178,case1,real_csig
case1,179,case1,real_csig
case1,180,case1,real_csig
case1,181,case1,real_csig
case1,182,case1,real_csig
case1,183,case1,real_csig
case1,184,case1,real_csig
case1,185,case1,real_csig
case1,186,case1,real_csig
case1,187,case1,real_csig
case1,188,case1,real_csig
case1,189,case1,real_csig
case1,190,case1,real_csig
case1,191,case1,real_csig
case2,0,case2,real_csig
case2,1,case2,real_csig
case2,2,case2,real_csig
case2,3,case2,real_csig
case2,4,case2,real_csig
case2,5,case2,real_csig
case2,6,case2,real_csig
case2,7,case2,real_csig
case2,8,case2,real_csig
case2,9,case2,real_csig
case2,10,case2,real_csig
case2,11,case2,real_csig
case2,12,case2,real_csig
case2,13,case2,real_csig
case2,14,case2,real_csig
case2,15,case2,real_csig
case2,16,case2,real_csig
case2,17,case2,real_csig
case2,18,case2,real_csig
case2,19,case2,real_csig
case2,20,case2,real_csig
case2,21,case2,real_csig
case2,22,case2,real_csig
case2,23,case2,real_csig
case2,24,case2,real_csig
case2,25,case2,real_csig
case2,26,case2,real_csig
case2,27,case2,real_csig
case2,28,case2,real_csig
case2,29,case2,real_csig
case2,30,case2,real_csig
case2,31,case2,real_csig
case2,32,case2,real_csig
case2,33,case2,real_csig
case2,34,case2,real_csig
case2,35,case2,real_csig
case2,36,case2,real_csig
case2,37,case2,real_csig
case2,38,case2,real_csig
case2,39,case2,real_csig
case2,40,case2,real_csig
case2,41,case2,real_csig
case2,42,case2,real_csig
case2,43,case2,real_csig
case2,44,case2,real_csig
case2,45,case2,real_csig
case2,46,case2,real_csig
case2,47,case2,real_csig
case2,48,case2,real_csig
case2,49,case2,real_csig
case2,50,case2,real_csig
case2,51,case2,real_csig
case2,52,case2,real_csig
case2,53,case2,real_csig
case2,54,case2,real_csig
case2,55,case2,real_csig
case2,56,case2,real_csig
case2,57,case2,real_csig
case2,58,case2,real_csig
case2,59,case2,real_csig
case2,60,case2,real_csig
case2,61,case2,real_csig
case2,62,case2,real_csig
case2,63,case2,real_csig
case2,64,case2,real_csig
case2,65,case2,real_csig
case2,66,case2,real_csig
case2,67,case2,real_csig
case2,68,case2,real_csig
case2,69,case2,real_csig
case2,70,case2,real_csig
case2,71,case2,real_csig
case2,72,case2,real_csig
case2,73,case2,real_csig
case2,74,case2,real_csig
case2,75,case2,real_csig
case2,76,case2,real_csig
case2,77,case2,real_csig
case2,78,case2,real_csig
case2,79,case2,real_csig
case2,80,case2,real_csig
case2,81,case2,real_csig
case2,82,case2,real_csig
case2,83,case2,real_csig
case2,84,case2,real_csig
case2,85,case2,real_csig
case2,86,case2,real_csig
case2,87,case2,real_csig
case2,88,case2,real_csig
case2,89,case2,real_csig
case2,90,case2,real_csig
case2,91,case2,real_csig
case2,92,case2,real_csig
case2,93,case2,real_csig
case2,94,case2,real_csig
case2,95,case2,real_csig
case2,96,case2,real_csig
case2,97,case2,real_csig
case2,98,case2,real_csig
case2,99,case2,real_csig
case2,100,case2,real_csig
case2,101,case2,real_csig
case2,102,case2,real_csig
case2,103,case2,real_csig
case2,104,case2,real_csig
case2,105,case2,real_csig
case2,106,case2,real_csig
case2,107,case2,real_csig
case2,108,case2,real_csig
case2,109,case2,real_csig
case2,110,case2,real_csig
case2,111,case2,real_csig
case2,112,case2,real_csig
case2,113,case2,real_csig
case2,114,case2,real_csig
case2,115,case2,real_csig
case2,116,case2,real_csig
case2,117,case2,real_csig
case2,118,case2,real_csig
case2,119,case2,real_csig
case2,120,case2,real_csig
case2,121,case2,real_csig
case2,122,case2,real_csig
case2,123,case2,real_csig
case2,124,case2,real_csig
case2,125,case2,real_csig
case2,126,case2,real_csig
case2,127,case2,real_csig
case2,128,case2,real_csig
case2,129,case2,real_csig
case2,130,case2,real_csig
case2,131,case2,real_csig
case2,132,case2,real_csig
case2,133,case2,real_csig
case2,134,case2,real_csig
case2,135,case2,real_csig
case2,136,case2,real_csig
case2,137,case2,real_csig
case2,138,case2,real_csig
case2,139,case2,real_csig
case2,140,case2,real_csig
case2,141,case2,real_csig
case2,142,case2,real_csig
case2,143,case2,real_csig
case2,144,case2,real_csig
case2,145,case2,real_csig
case2,146,case2,real_csig
case2,147,case2,real_csig
case2,148,case2,real_csig
case2,149,case2,real_csig
case2,150,case2,real_csig
case2,151,case2,real_csig
case2,152,case2,real_csig
case2,153,case2,real_csig
case2,154,case2,real_csig
case2,155,case2,real_csig
case2,156,case2,real_csig
case2,157,case2,real_csig
case2,158,case2,real_csig
case2,159,case2,real_csig
case2,160,case2,real_csig
case2,161,case2,real_csig
case2,162,case2,real_csig
case2,163,case2,real_csig
case2,164,case2,real_csig
case2,165,case2,real_csig
case2,166,case2,real_csig
case2,167,case2,real_csig
case2,168,case2,real_csig
case2,169,case2,real_csig
case2,170,case2,real_csig
case2,171,case2,real_csig
case2,172,case2,real_csig
case2,173,case2,real_csig
case2,174,case2,real_csig
case2,175,case2,real_csig
case2,176,case2,real_csig
case2,177,case2,real_csig
case2,178,case2,real_csig
case2,179,case2,real_csig
case2,180,case2,real_csig
case2,181,case2,real_csig
case2,182,case2,real_csig
case2,183,case2,real_csig
case2,184,case2,real_csig
case2,185,case2,real_csig
case2,186,case2,real_csig
case2,187,case2,real_csig
case2,188,case2,real_csig
case2,189,case2,real_csig
case2,190,case2,real_csig
case2,191,case2,real_csig
case3,0,case3,real_csig
case3,1,case3,real_csig
case3,2,case3,real_csig
case3,3,case3,real_csig
case3,4,case3,real_csig
case3,5,case3,real_csig
case3,6,case3,real_csig
case3,7,case3,real_csig
case3,8,case3,real_csig
case3,9,case3,real_csig
case3,10,case3,real_csig
case3,11,case3,real_csig
case3,12,case3,real_csig
case3,13,case3,real_csig
case3,14,case3,real_csig
case3,15,case3,real_csig
case3,16,case3,real_csig
case3,17,case3,real_csig
case3,18,case3,real_csig
case3,19,case3,real_csig
case3,20,case3,real_csig
case3,21,case3,real_csig
case3,22,case3,real_csig
case3,23,case3,real_csig
case3,24,case3,real_csig
case3,25,case3,real_csig
case3,26,case3,real_csig
case3,27,case3,real_csig
case3,28,case3,real_csig
case3,29,case3,real_csig
case3,30,case3,real_csig
case3,31,case3,real_csig
case3,32,case3,real_csig
case3,33,case3,real_csig
case3,34,case3,real_csig
case3,35,case3,real_csig
case3,36,case3,real_csig
case3,37,case3,real_csig
case3,38,case3,real_csig
case3,39,case3,real_csig
case3,40,case3,real_csig
case3,41,case3,real_csig
case3,42,case3,real_csig
case3,43,case3,real_csig
case3,44,case3,real_csig
case3,45,case3,real_csig
case3,46,case3,real_csig
case3,47,case3,real_csig
case3,48,case3,real_csig
case3,49,case3,real_csig
case3,50,case3,real_csig
case3,51,case3,real_csig
case3,52,case3,real_csig
case3,53,case3,real_csig
case3,54,case3,real_csig
case3,55,case3,real_csig
case3,56,case3,real_csig
case3,57,case3,real_csig
case3,58,case3,real_csig
case3,59,case3,real_csig
case3,60,case3,real_csig
case3,61,case3,real_csig
case3,62,case3,real_csig
case3,63,case3,real_csig
case3,64,case3,real_csig
case3,65,case3,real_csig
case3,66,case3,real_csig
case3,67,case3,real_csig
case3,68,case3,real_csig
case3,69,case3,real_csig
case3,70,case3,real_csig
case3,71,case3,real_csig
case3,72,case3,real_csig
case3,73,case3,real_csig
case3,74,case3,real_csig
case3,75,case3,real_csig
case3,76,case3,real_csig
case3,77,case3,real_csig
case3,78,case3,real_csig
case3,79,case3,real_csig
case3,80,case3,real_csig
case3,81,case3,real_csig
case3,82,case3,real_csig
case3,83,case3,real_csig
case3,84,case3,real_csig
case3,85,case3,real_csig
case3,86,case3,real_csig
case3,87,case3,real_csig
case3,88,case3,real_csig
case3,89,case3,real_csig
case3,90,case3,real_csig
case3,91,case3,real_csig
case3,92,case3,real_csig
case3,93,case3,real_csig
case3,94,case3,real_csig
case3,95,case3,real_csig
case3,96,case3,real_csig
case3,97,case3,real_csig
case3,98,case3,real_csig
case3,99,case3,real_csig
case3,100,case3,real_csig
case3,101,case3,real_csig
case3,102,case3,real_csig
case3,103,case3,real_csig
case3,104,case3,real_csig
case3,105,case3,real_csig
case3,106,case3,real_csig
case3,107,case3,real_csig
case3,108,case3,real_csig
case3,109,case3,real_csig
case3,110,case3,real_csig
case3,111,case3,real_csig
case3,112,case3,real_csig
case3,113,case3,real_csig
case3,114,case3,real_csig
case3,115,case3,real_csig
case3,116,case3,real_csig
case3,117,case3,real_csig
case3,118,case3,real_csig
case3,119,case3,real_csig
case3,120,case3,real_csig
case3,121,case3,real_csig
case3,122,case3,real_csig
case3,123,case3,real_csig
case3,124,case3,real_csig
case3,125,case3,real_csig
case3,126,case3,real_csig
case3,127,case3,real_csig
case3,128,case3,real_csig
case3,129,case3,real_csig
case3,130,case3,real_csig
case3,131,case3,real_csig
case3,132,case3,real_csig
case3,133,case3,real_csig
case3,134,case3,real_csig
case3,135,case3,real_csig
case3,136,case3,real_csig
case3,137,case3,real_csig
case3,138,case3,real_csig
case3,139,case3,real_csig
case3,140,case3,real_csig
case3,141,case3,real_csig
case3,142,case3,real_csig
case3,143,case3,real_csig
case3,144,case3,real_csig
case3,145,case3,real_csig
case3,146,case3,real_csig
case3,147,case3,real_csig
case3,148,case3,real_csig
case3,149,case3,real_csig
case3,150,case3,real_csig
case3,151,case3,real_csig
case3,152,case3,real_csig
case3,153,case3,real_csig
case3,154,case3,real_csig
case3,155,case3,real_csig
case3,156,case3,real_csig
case3,157,case3,real_csig
case3,158,case3,real_csig
case3,159,case3,real_csig
case3,160,case3,real_csig
case3,161,case3,real_csig
case3,162,case3,real_csig
case3,163,case3,real_csig
case3,164,case3,real_csig
case3,165,case3,real_csig
case3,166,case3,real_csig
case3,167,case3,real_csig
case3,168,case3,real_csig
case3,169,case3,real_csig
case3,170,case3,real_csig
case3,171,case3,real_csig
case3,172,case3,real_csig
case3,173,case3,real_csig
case3,174,case3,real_csig
case3,175,case3,real_csig
case3,176,case3,real_csig
case3,177,case3,real_csig
case3,178,case3,real_csig
case3,179,case3,real_csig
case3,180,case3,real_csig
case3,181,case3,real_csig
case3,182,case3,real_csig
case3,183,case3,real_csig
case3,184,case3,real_csig
case3,185,case3,real_csig
case3,186,case3,real_csig
case3,187,case3,real_csig
case3,188,case3,real_csig
case3,189,case3,real_csig
case3,190,case3,real_csig
case3,191,case3,real_csig
case4,0,case4,real_csig
case4,1,case4,real_csig
case4,2,case4,real_csig
case4,3,case4,real_csig
case4,4,case4,real_csig
case4,5,case4,real_csig
case4,6,case4,real_csig
case4,7,case4,real_csig
case4,8,case4,real_csig
case4,9,case4,real_csig
case4,10,case4,real_csig
case4,11,case4,real_csig
case4,12,case4,real_csig
case4,13,case4,real_csig
case4,14,case4,real_csig
case4,15,case4,real_csig
case4,16,case4,real_csig
case4,17,case4,real_csig
case4,18,case4,real_csig
case4,19,case4,real_csig
case4,20,case4,real_csig
case4,21,case4,real_csig
case4,22,case4,real_csig
case4,23,case4,real_csig
case4,24,case4,real_csig
case4,25,case4,real_csig
case4,26,case4,real_csig
case4,27,case4,real_csig
case4,28,case4,real_csig
case4,29,case4,real_csig
case4,30,case4,real_csig
case4,31,case4,real_csig
case4,32,case4,real_csig
case4,33,case4,real_csig
case4,34,case4,real_csig
case4,35,case4,real_csig
case4,36,case4,real_csig
case4,37,case4,real_csig
case4,38,case4,real_csig
case4,39,case4,real_csig
case4,40,case4,real_csig
case4,41,case4,real_csig
case4,42,case4,real_csig
case4,43,case4,real_csig
case4,44,case4,real_csig
case4,45,case4,real_csig
case4,46,case4,real_csig
case4,47,case4,real_csig
case4,48,case4,real_csig
case4,49,case4,real_csig
case4,50,case4,real_csig
case4,51,case4,real_csig
case4,52,case4,real_csig
case4,53,case4,real_csig
case4,54,case4,real_csig
case4,55,case4,real_csig
case4,56,case4,real_csig
case4,57,case4,real_csig
case4,58,case4,real_csig
case4,59,case4,real_csig
case4,60,case4,real_csig
case4,61,case4,real_csig
case4,62,case4,real_csig
case4,63,case4,real_csig
case4,64,case4,real_csig
case4,65,case4,real_csig
case4,66,case4,real_csig
case4,67,case4,real_csig
case4,68,case4,real_csig
case4,69,case4,real_csig
case4,70,case4,real_csig
case4,71,case4,real_csig
case4,72,case4,real_csig
case4,73,case4,real_csig
case4,74,case4,real_csig
case4,75,case4,real_csig
case4,76,case4,real_csig
case4,77,case4,real_csig
case4,78,case4,real_csig
case4,79,case4,real_csig
case4,80,case4,real_csig
case4,81,case4,real_csig
case4,82,case4,real_csig
case4,83,case4,real_csig
case4,84,case4,real_csig
case4,85,case4,real_csig
case4,86,case4,real_csig
case4,87,case4,real_csig
case4,88,case4,real_csig
case4,89,case4,real_csig
case4,90,case4,real_csig
case4,91,case4,real_csig
case4,92,case4,real_csig
case4,93,case4,real_csig
case4,94,case4,real_csig
case4,95,case4,real_csig
case4,96,case4,real_csig
case4,97,case4,real_csig
case4,98,case4,real_csig
case4,99,case4,real_csig
case4,100,case4,real_csig
case4,101,case4,real_csig
case4,102,case4,real_csig
case4,103,case4,real_csig
case4,104,case4,real_csig
case4,105,case4,real_csig
case4,106,case4,real_csig
case4,107,case4,real_csig
case4,108,case4,real_csig
case4,109,case4,real_csig
case4,110,case4,real_csig
case4,111,case4,real_csig
case4,112,case4,real_csig
case4,113,case4,real_csig
case4,114,case4,real_csig
case4,115,case4,real_csig
case4,116,case4,real_csig
case4,117,case4,real_csig
case4,118,case4,real_csig
case4,119,case4,real_csig
case4,120,case4,real_csig
case4,121,case4,real_csig
case4,122,case4,real_csig
case4,123,case4,real_csig
case4,124,case4,real_csig
case4,125,case4,real_csig
case4,126,case4,real_csig
case4,127,case4,real_csig
case4,128,case4,real_csig
case4,129,case4,real_csig
case4,130,case4,real_csig
case4,131,case4,real_csig
case4,132,case4,real_csig
case4,133,case4,real_csig
case4,134,case4,real_csig
case4,135,case4,real_csig
case4,136,case4,real_csig
case4,137,case4,real_csig
case4,138,case4,real_csig
case4,139,case4,real_csig
case4,140,case4,real_csig
case4,141,case4,real_csig
case4,142,case4,real_csig
case4,143,case4,real_csig
case4,144,case4,real_csig
case4,145,case4,real_csig
case4,146,case4,real_csig
case4,147,case4,real_csig
case4,148,case4,real_csig
case4,149,case4,real_csig
case4,150,case4,real_csig
case4,151,case4,real_csig
case4,152,case4,real_csig
case4,153,case4,real_csig
case4,154,case4,real_csig
case4,155,case4,real_csig
case4,156,case4,real_csig
case4,157,case4,real_csig
case4,158,case4,real_csig
case4,159,case4,real_csig
case4,160,case4,real_csig
case4,161,case4,real_csig
case4,162,case4,real_csig
case4,163,case4,real_csig
case4,164,case4,real_csig
case4,165,case4,real_csig
case4,166,case4,real_csig
case4,167,case4,real_csig
case4,168,case4,real_csig
case4,169,case4,real_csig
case4,170,case4,real_csig
case4,171,case4,real_csig
case4,172,case4,real_csig
case4,173,case4,real_csig
case4,174,case4,real_csig
case4,175,case4,real_csig
case4,176,case4,real_csig
case4,177,case4,real_csig
case4,178,case4,real_csig
case4,179,case4,real_csig
case4,180,case4,real_csig
case4,181,case4,real_csig
case4,182,case4,real_csig
case4,183,case4,real_csig
case4,184,case4,real_csig
case4,185,case4,real_csig
case4,186,case4,real_csig
case4,187,case4,real_csig
case4,188,case4,real_csig
case4,189,case4,real_csig
case4,190,case4,real_csig
case4,191,case4,real_csig
case5,0,case5,real_csig
case5,1,case5,real_csig
case5,2,case5,real_csig
case5,3,case5,real_csig
case5,4,case5,real_csig
case5,5,case5,real_csig
case5,6,case5,real_csig
case5,7,case5,real_csig
case5,8,case5,real_csig
case5,9,case5,real_csig
case5,10,case5,real_csig
case5,11,case5,real_csig
case5,12,case5,real_csig
case5,13,case5,real_csig
case5,14,case5,real_csig
case5,15,case5,real_csig
case5,16,case5,real_csig
case5,17,case5,real_csig
case5,18,case5,real_csig
case5,19,case5,real_csig
case5,20,case5,real_csig
case5,21,case5,real_csig
case5,22,case5,real_csig
case5,23,case5,real_csig
case5,24,case5,real_csig
case5,25,case5,real_csig
case5,26,case5,real_csig
case5,27,case5,real_csig
case5,28,case5,real_csig
case5,29,case5,real_csig
case5,30,case5,real_csig
case5,31,case5,real_csig
case5,32,case5,real_csig
case5,33,case5,real_csig
case5,34,case5,real_csig
case5,35,case5,real_csig
case5,36,case5,real_csig
case5,37,case5,real_csig
case5,38,case5,real_csig
case5,39,case5,real_csig
case5,40,case5,real_csig
case5,41,case5,real_csig
case5,42,case5,real_csig
case5,43,case5,real_csig
case5,44,case5,real_csig
case5,45,case5,real_csig
case5,46,case5,real_csig
case5,47,case5,real_csig
case5,48,case5,real_csig
case5,49,case5,real_csig
case5,50,case5,real_csig
case5,51,case5,real_csig
case5,52,case5,real_csig
case5,53,case5,real_csig
case5,54,case5,real_csig
case5,55,case5,real_csig
case5,56,case5,real_csig
case5,57,case5,real_csig
case5,58,case5,real_csig
case5,59,case5,real_csig
case5,60,case5,real_csig
case5,61,case5,real_csig
case5,62,case5,real_csig
case5,63,case5,real_csig
case5,64,case5,real_csig
case5,65,case5,real_csig
case5,66,case5,real_csig
case5,67,case5,real_csig
case5,68,case5,real_csig
case5,69,case5,real_csig
case5,70,case5,real_csig
case5,71,case5,real_csig
case5,72,case5,real_csig
case5,73,case5,real_csig
case5,74,case5,real_csig
case5,75,case5,real_csig
case5,76,case5,real_csig
case5,77,case5,real_csig
case5,78,case5,real_csig
case5,79,case5,real_csig
case5,80,case5,real_csig
case5,81,case5,real_csig
case5,82,case5,real_csig
case5,83,case5,real_csig
case5,84,case5,real_csig
case5,85,case5,real_csig
case5,86,case5,real_csig
case5,87,case5,real_csig
case5,88,case5,real_csig
case5,89,case5,real_csig
case5,90,case5,real_csig
case5,91,case5,real_csig
case5,92,case5,real_csig
case5,93,case5,real_csig
case5,94,case5,real_csig
case5,95,case5,real_csig
case5,96,case5,real_csig
case5,97,case5,real_csig
case5,98,case5,real_csig
case5,99,case5,real_csig
case5,100,case5,real_csig
case5,101,case5,real_csig
case5,102,case5,real_csig
case5,103,case5,real_csig
case5,104,case5,real_csig
case5,105,case5,real_csig
case5,106,case5,real_csig
case5,107,case5,real_csig
case5,108,case5,real_csig
case5,109,case5,real_csig
case5,110,case5,real_csig
case5,111,case5,real_csig
case5,112,case5,real_csig
case5,113,case5,real_csig
case5,114,case5,real_csig
case5,115,case5,real_csig
case5,116,case5,real_csig
case5,117,case5,real_csig
case5,118,case5,real_csig
case5,119,case5,real_csig
case5,120,case5,real_csig
case5,121,case5,real_csig
case5,122,case5,real_csig
case5,123,case5,real_csig
case5,124,case5,real_csig
case5,125,case5,real_csig
case5,126,case5,real_csig
case5,127,case5,real_csig
case5,128,case5,real_csig
case5,129,case5,real_csig
case5,130,case5,real_csig
case5,131,case5,real_csig
case5,132,case5,real_csig
case5,133,case5,real_csig
case5,134,case5,real_csig
case5,135,case5,real_csig
case5,136,case5,real_csig
case5,137,case5,real_csig
case5,138,case5,real_csig
case5,139,case5,real_csig
case5,140,case5,real_csig
case5,141,case5,real_csig
case5,142,case5,real_csig
case5,143,case5,real_csig
case5,144,case5,real_csig
case5,145,case5,real_csig
case5,146,case5,real_csig
case5,147,case5,real_csig
case5,148,case5,real_csig
case5,149,case5,real_csig
case5,150,case5,real_csig
case5,151,case5,real_csig
case5,152,case5,real_csig
case5,153,case5,real_csig
case5,154,case5,real_csig
case5,155,case5,real_csig
case5,156,case5,real_csig
case5,157,case5,real_csig
case5,158,case5,real_csig
case5,159,case5,real_csig
case5,160,case5,real_csig
case5,161,case5,real_csig
case5,162,case5,real_csig
case5,163,case5,real_csig
case5,164,case5,real_csig
case5,165,case5,real_csig
case5,166,case5,real_csig
case5,167,case5,real_csig
case5,168,case5,real_csig
case5,169,case5,real_csig
case5,170,case5,real_csig
case5,171,case5,real_csig
case5,172,case5,real_csig
case5,173,case5,real_csig
case5,174,case5,real_csig
case5,175,case5,real_csig
case5,176,case5,real_csig
case5,177,case5,real_csig
case5,178,case5,real_csig
case5,179,case5,real_csig
case5,180,case5,real_csig
case5,181,case5,real_csig
case5,182,case5,real_csig
case5,183,case5,real_csig
case5,184,case5,real_csig
case5,185,case5,real_csig
case5,186,case5,real_csig
case5,187,case5,real_csig
case5,188,case5,real_csig
case5,189,case5,real_csig
case5,190,case5,real_csig
case5,191,case5,real_csig
bsds_100098,0,bsds_100098,synthetic_bsds
bsds_100098,1,bsds_100098,synthetic_bsds
bsds_100098,2,bsds_100098,synthetic_bsds
bsds_100098,3,bsds_100098,synthetic_bsds
bsds_106025,0,bsds_106025,synthetic_bsds
bsds_106025,1,bsds_106025,synthetic_bsds
bsds_106025,2,bsds_106025,synthetic_bsds
bsds_106025,3,bsds_106025,synthetic_bsds
bsds_112082,0,bsds_112082,synthetic_bsds
bsds_112082,1,bsds_112082,synthetic_bsds
bsds_112082,2,bsds_112082,synthetic_bsds
bsds_112082,3,bsds_112082,synthetic_bsds
bsds_138078,0,bsds_138078,synthetic_bsds
bsds_138078,1,bsds_138078,synthetic_bsds
bsds_138078,2,bsds_138078,synthetic_bsds
bsds_138078,3,bsds_138078,synthetic_bsds
bsds_140055,0,bsds_140055,synthetic_bsds
bsds_140055,1,bsds_140055,synthetic_bsds
bsds_140055,2,bsds_140055,synthetic_bsds
bsds_140055,3,bsds_140055,synthetic_bsds
bsds_147021,0,bsds_147021,synthetic_bsds
bsds_147021,1,bsds_147021,synthetic_bsds
bsds_147021,2,bsds_147021,synthetic_bsds
bsds_147021,3,bsds_147021,synthetic_bsds
bsds_153077,0,bsds_153077,synthetic_bsds
bsds_153077,1,bsds_153077,synthetic_bsds
bsds_153077,2,bsds_153077,synthetic_bsds
bsds_153077,3,bsds_153077,synthetic_bsds
bsds_159029,0,bsds_159029,synthetic_bsds
bsds_159029,1,bsds_159029,synthetic_bsds
bsds_159029,2,bsds_159029,synthetic_bsds
bsds_159029,3,bsds_159029,synthetic_bsds
bsds_159045,0,bsds_159045,synthetic_bsds
bsds_159045,1,bsds_159045,synthetic_bsds
bsds_159045,2,bsds_159045,synthetic_bsds
bsds_159045,3,bsds_159045,synthetic_bsds
bsds_159091,0,bsds_159091,synthetic_bsds
bsds_159091,1,bsds_159091,synthetic_bsds
bsds_159091,2,bsds_159091,synthetic_bsds
bsds_159091,3,bsds_159091,synthetic_bsds
bsds_164074,0,bsds_164074,synthetic_bsds
bsds_164074,1,bsds_164074,synthetic_bsds
bsds_164074,2,bsds_164074,synthetic_bsds
bsds_164074,3,bsds_164074,synthetic_bsds
bsds_166081,0,bsds_166081,synthetic_bsds
bsds_166081,1,bsds_166081,synthetic_bsds
bsds_166081,2,bsds_166081,synthetic_bsds
bsds_166081,3,bsds_166081,synthetic_bsds
bsds_176039,0,bsds_176039,synthetic_bsds
bsds_176039,1,bsds_176039,synthetic_bsds
bsds_176039,2,bsds_176039,synthetic_bsds
bsds_176039,3,bsds_176039,synthetic_bsds
bsds_183055,0,bsds_183055,synthetic_bsds
bsds_183055,1,bsds_183055,synthetic_bsds
bsds_183055,2,bsds_183055,synthetic_bsds
bsds_183055,3,bsds_183055,synthetic_bsds
bsds_187029,0,bsds_187029,synthetic_bsds
bsds_187029,1,bsds_187029,synthetic_bsds
bsds_187029,2,bsds_187029,synthetic_bsds
